Geo,Year,PropUrbanSFDU,PropUrbanMFDU,PropUrbanGQDU,PropTownSFDU,PropTownMFDU,PropTownGQDU
510594617001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594617002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594617003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594617004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594618011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594618021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594618022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594618023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594619011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594619012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594619021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594701001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594701002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594703001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594703002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594704001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594704002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594704003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594704004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594705001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594705002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594705003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594705004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594706001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594706002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594707001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594707002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594707003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594707004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594707005,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594708001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594708002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594709001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594709002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594709003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594709004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594709005,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594710001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594711001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594711002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594711003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594711004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594711005,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594712011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594712012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594712013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594712031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594712041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594712042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594712043,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594713011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594713012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594713031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594713032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594713033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594713041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594714011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594714012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594714021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594714022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594801001,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594801002,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594801003,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594801004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802043,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594802052,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594803011,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594803012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594803021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510594803022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594803023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594804011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594804012,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594804021,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594804022,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594804023,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594805011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805052,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594805053,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594808011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594808012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594808013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594808021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594808022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594808023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809014,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594809033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594810001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594810002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811043,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811052,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811053,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811061,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811062,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594811063,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594812011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594812021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594812022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594812023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594814001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594814002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594814003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594814004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594815001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594816001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594816002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594817011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594817012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594817013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594817021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594817022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594817023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594819001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594819002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594819003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594820011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594820012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594820013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594820021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594820022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594821001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594821002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822034,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822052,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822053,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594822061,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594823033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594824001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825043,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825052,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825061,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825062,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825071,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825072,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594825073,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594826011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594826012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594826013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594826031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594826032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594826041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594826042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901052,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594901053,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594905011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594905012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594905021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594905022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594905023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594910001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594911011,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594911012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594911021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594911022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594911031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594911032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594911033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594911034,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594912011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594912012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594912013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594912014,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594912021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594913011,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594913012,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594913013,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594913014,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594913021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594913022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594913031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594913032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914014,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594914042,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594914051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594915011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594915012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594915013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594915021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594915022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594915023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594916011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594916012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594916013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594916021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594916022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917013,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917041,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917043,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917061,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917062,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917071,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917072,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594917073,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594918011,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594918012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594918021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594918022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594918031,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594918032,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594918033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594920001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594920002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594920003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594921001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594921002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594921003,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594921004,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594922011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510594922012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594922021,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594922022,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594922023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594922031,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594922032,2024,0.00,0.00,0.00,1.00,1.00,1.00
510594922033,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594923001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594923002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594924001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594924002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594925001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510594925002,2024,1.00,1.00,1.00,0.00,0.00,0.00
510599801001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510599802001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510599803001,2024,1.00,1.00,1.00,0.00,0.00,0.00
510619301011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619301012,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619301021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619301022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302031,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302032,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302041,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302042,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302051,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302052,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302061,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302062,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619302071,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619303031,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619303032,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619303041,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619303051,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619303052,2024,1.00,1.00,1.00,0.00,0.00,0.00
510619303053,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619303061,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619304011,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619304012,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619304013,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619304021,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619304022,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619304023,2024,1.00,1.00,1.00,0.00,0.00,0.00
510619304041,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619304042,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619304051,2024,1.00,1.00,1.00,0.00,0.00,0.00
510619304052,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619307031,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619307032,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619307041,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619307042,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619307043,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619307051,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619307052,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619307061,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619307062,2024,0.00,0.00,0.00,1.00,1.00,1.00
510619307063,2024,1.00,1.00,1.00,0.00,0.00,0.00
510619307071,2024,0.00,0.00,0.00,0.30,1.00,1.00
510619307072,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201023,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201031,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201032,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201033,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201041,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639201042,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639202011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639202012,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639202021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510639202022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650201011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650201012,2024,0.00,0.00,0.00,1.00,1.00,1.00
510650201013,2024,0.00,0.00,0.00,1.00,1.00,1.00
510650201014,2024,0.00,0.00,0.00,1.00,1.00,1.00
510650201031,2024,0.00,0.00,0.00,1.00,1.00,1.00
510650201032,2024,0.00,0.00,0.00,1.00,1.00,1.00
510650201041,2024,0.00,0.00,0.00,1.00,1.00,1.00
510650201042,2024,1.00,1.00,1.00,0.00,0.00,0.00
510650201043,2024,1.00,1.00,1.00,0.00,0.00,0.00
510650202001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650202002,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650202003,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650202004,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650203001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650203002,2024,0.00,0.00,0.00,0.30,1.00,1.00
510650203003,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201023,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201031,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201032,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201041,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201042,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670201043,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670202001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670202002,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670202003,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670203011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670203012,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670203021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670203022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670204001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670204002,2024,0.00,0.00,0.00,1.00,1.00,1.00
510670204003,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670204004,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670205011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670205012,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670205021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670205022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670205023,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670206001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670206002,2024,0.00,0.00,0.00,1.00,1.00,1.00
510670206003,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670206004,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670207011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670207012,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670207021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670207022,2024,0.00,0.00,0.00,1.00,1.00,1.00
510670208011,2024,0.00,0.00,0.00,1.00,1.00,1.00
510670208012,2024,1.00,1.00,1.00,0.00,0.00,0.00
510670208013,2024,0.00,0.00,0.00,1.00,1.00,1.00
510670208021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670208022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670209011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670209012,2024,0.00,0.00,0.00,1.00,1.00,1.00
510670209021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670209022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510670209023,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690501001,2024,0.00,0.00,0.00,1.00,1.00,1.00
510690501002,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690501003,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690501004,2024,0.00,0.00,0.00,1.00,1.00,1.00
510690502001,2024,0.00,0.00,0.00,1.00,1.00,1.00
510690502002,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690502003,2024,0.00,0.00,0.00,1.00,1.00,1.00
510690503001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690503002,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690503003,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690503004,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690504011,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690504012,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690504013,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690504021,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690504022,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690505001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690505002,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690505003,2024,0.00,0.00,0.00,1.00,1.00,1.00
510690505004,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690505005,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690506001,2024,0.00,0.00,0.00,0.30,1.00,1.00
510690506002,2024,0.00,0.00,0.00,0.30,1.00,1.00
