Geo,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4,Year
511259501021,0.276,0.333,0.193,0.198,2024
511259501022,0.29,0.23,0.405,0.075,2024
511259502011,0.3,0.129,0.36,0.211,2024
511259502012,0.395,0.318,0.258,0.029,2024
511259502021,0.133,0.274,0.523,0.07,2024
511259502022,0.18,0.262,0.221,0.337,2024
511259503001,0.469,0.227,0.121,0.183,2024
511259503002,0.312,0.261,0.208,0.219,2024
511259503003,0.738,0.04,0.177,0.045,2024
511259503004,0.221,0.392,0.327,0.06,2024
511277001001,0.27,0.084,0.443,0.203,2024
511277001002,0.071,0.209,0.392,0.328,2024
511277001003,0.213,0.228,0.454,0.105,2024
511277002001,0.316,0.354,0.227,0.103,2024
511277002002,0.254,0.393,0.314,0.039,2024
511277002003,0.258,0.286,0.335,0.121,2024
511277002004,0.038,0.129,0.501,0.332,2024
511277003011,0.073,0.176,0.567,0.184,2024
511277003012,0.107,0.343,0.421,0.129,2024
511277003013,0.036,0.288,0.374,0.302,2024
511277003021,0.174,0.131,0.394,0.301,2024
511277003022,0.089,0.18,0.526,0.205,2024
511319301001,0.325,0.127,0.276,0.272,2024
511319301002,0.471,0.271,0.207,0.051,2024
511319301003,0.508,0.267,0.163,0.062,2024
511319301004,0.473,0.294,0.16,0.073,2024
511319302001,0.15,0.203,0.174,0.473,2024
511319302002,0.351,0.328,0.154,0.167,2024
511319302003,0.422,0.22,0.256,0.102,2024
511319302004,0.569,0.244,0.159,0.028,2024
511319303011,0.468,0.329,0.155,0.048,2024
511319303012,0.34,0.27,0.142,0.248,2024
511319303013,0.387,0.06,0.333,0.22,2024
511319303021,0.36,0.461,0.152,0.027,2024
511319303022,0.302,0.334,0.313,0.051,2024
511319901000,0.25,0.25,0.25,0.25,2024
511330201001,0.502,0.205,0.225,0.068,2024
511330201002,0.37,0.53,0.051,0.049,2024
511330201003,0.222,0.316,0.393,0.069,2024
511330201004,0.582,0.336,0.035,0.047,2024
511330202001,0.524,0.111,0.159,0.206,2024
511330202002,0.377,0.314,0.21,0.099,2024
511330202003,0.481,0.158,0.275,0.086,2024
511330203011,0.32,0.101,0.369,0.21,2024
511330203012,0.112,0.495,0.326,0.067,2024
511330203013,0.176,0.171,0.505,0.148,2024
511330203021,0.337,0.417,0.178,0.068,2024
511330203022,0.303,0.231,0.31,0.156,2024
511330203023,0.397,0.271,0.236,0.096,2024
511339901000,0.25,0.25,0.25,0.25,2024
511350001011,0.407,0.379,0.198,0.016,2024
511350001012,0.415,0.235,0.287,0.063,2024
511350001021,0.414,0.321,0.211,0.054,2024
511350001022,0.437,0.345,0.196,0.022,2024
511350001023,0.564,0.138,0.202,0.096,2024
511350002001,0.146,0.326,0.485,0.043,2024
511350002002,0.517,0.327,0.11,0.046,2024
511350002003,0.502,0.246,0.228,0.024,2024
511350003001,0.343,0.055,0.413,0.189,2024
511350003002,0.613,0.305,0.076,0.006,2024
511350003003,0.357,0.404,0.204,0.035,2024
511350003004,0.28,0.394,0.311,0.015,2024
511350003005,0.418,0.074,0.45,0.058,2024
511350003006,0.658,0.24,0.051,0.051,2024
511350003007,0.255,0.367,0.297,0.081,2024
511359801001,0.13,0,0.217,0.653,2024
511371101041,0.101,0.286,0.305,0.308,2024
511371101042,0.208,0.173,0.454,0.165,2024
511371101051,0.283,0.277,0.279,0.161,2024
511371101052,0.206,0.229,0.38,0.185,2024
511371101053,0.355,0.232,0.239,0.174,2024
511371101061,0.065,0.421,0.41,0.104,2024
511371101062,0.192,0.277,0.317,0.214,2024
511371101071,0.236,0.262,0.298,0.204,2024
511371101072,0.107,0.303,0.401,0.189,2024
511371101073,0.17,0.324,0.364,0.142,2024
511371101081,0.158,0.139,0.462,0.241,2024
511371101082,0.138,0.178,0.464,0.22,2024
511371101083,0.352,0.144,0.198,0.306,2024
511371102001,0.257,0.29,0.408,0.045,2024
511371102002,0.319,0.305,0.281,0.095,2024
511371103011,0.196,0.509,0.207,0.088,2024
511371103012,0.34,0.292,0.286,0.082,2024
511371103021,0.236,0.293,0.344,0.127,2024
511371103022,0.1,0.404,0.283,0.213,2024
511390301001,0.644,0.251,0.105,0,2024
511390301002,0.384,0.26,0.339,0.017,2024
511390301003,0.254,0.382,0.291,0.073,2024
511390302001,0.379,0.366,0.204,0.051,2024
511390302002,0.505,0.131,0.325,0.039,2024
511390302003,0.549,0.151,0.173,0.127,2024
511390302004,0.429,0.263,0.26,0.048,2024
511390303001,0.141,0.448,0.286,0.125,2024
511390303002,0.565,0.075,0.331,0.029,2024
511390303003,0.395,0.267,0.202,0.136,2024
511390303004,0.471,0.375,0.126,0.028,2024
511390304011,0.306,0.473,0.206,0.015,2024
511390304012,0.526,0.231,0.212,0.031,2024
511390304021,0.436,0.363,0.152,0.049,2024
511390304022,0.562,0.184,0.221,0.033,2024
511390304023,0.378,0.319,0.259,0.044,2024
511390305001,0.52,0.186,0.199,0.095,2024
511390305002,0.389,0.408,0.111,0.092,2024
511390305003,0.311,0.3,0.389,0,2024
511390305004,0.292,0.375,0.254,0.079,2024
511390305005,0.239,0.515,0.237,0.009,2024
511410301011,0.573,0.266,0.119,0.042,2024
511410301012,0.34,0.283,0.33,0.047,2024
511410301021,0.504,0.364,0.132,0,2024
511410301022,0.33,0.58,0.077,0.013,2024
511410301023,0.571,0.247,0.115,0.067,2024
511410302011,0.333,0.236,0.391,0.04,2024
511410302012,0.438,0.233,0.272,0.057,2024
511410302013,0.629,0.33,0.035,0.006,2024
511410302021,0.78,0.086,0.118,0.016,2024
511410302022,0.424,0.176,0.286,0.114,2024
511410302023,0.461,0.275,0.195,0.069,2024
511410303011,0.333,0.168,0.269,0.23,2024
511410303012,0.466,0.3,0.137,0.097,2024
511410303013,0.517,0.162,0.259,0.062,2024
511410303021,0.322,0.29,0.352,0.036,2024
511410303022,0.465,0.291,0.108,0.136,2024
511410303023,0.386,0.42,0.169,0.025,2024
511430101001,0.543,0.254,0.133,0.07,2024
511430101002,0.517,0.298,0.163,0.022,2024
511430101003,0.539,0.239,0.157,0.065,2024
511430102001,0.492,0.377,0.121,0.01,2024
511430102002,0.472,0.294,0.199,0.035,2024
511430102003,0.483,0.376,0.141,0,2024
511430103011,0.651,0.212,0.107,0.03,2024
511430103021,0.566,0.267,0.105,0.062,2024
511430103022,0.478,0.296,0.223,0.003,2024
511430103023,0.361,0.335,0.292,0.012,2024
511430104001,0.554,0.323,0.077,0.046,2024
511430104002,0.615,0.143,0.215,0.027,2024
511430104003,0.29,0.346,0.32,0.044,2024
511430104004,0.567,0.195,0.077,0.161,2024
511430105001,0.552,0.182,0.205,0.061,2024
511430105002,0.403,0.319,0.232,0.046,2024
511430105003,0.644,0.136,0.164,0.056,2024
511430106001,0.63,0.235,0.115,0.02,2024
511430106002,0.61,0.24,0.094,0.056,2024
511430106003,0.195,0.587,0.205,0.013,2024
511430107001,0.427,0.307,0.193,0.073,2024
511430107002,0.451,0.406,0.135,0.008,2024
511430108011,0.365,0.333,0.282,0.02,2024
511430108012,0.22,0.434,0.304,0.042,2024
511430108031,0.55,0.264,0.067,0.119,2024
511430108032,0.432,0.47,0.098,0,2024
511430108033,0.528,0.268,0.117,0.087,2024
511430108041,0.369,0.294,0.244,0.093,2024
511430108042,0.502,0.31,0.108,0.08,2024
511430109001,0.321,0.237,0.291,0.151,2024
511430109002,0.361,0.457,0.156,0.026,2024
511430110011,0.466,0.24,0.212,0.082,2024
511430110012,0.275,0.293,0.279,0.153,2024
511430110013,0.366,0.442,0.139,0.053,2024
511430110014,0.374,0.258,0.332,0.036,2024
511430110021,0.332,0.346,0.264,0.058,2024
511430110022,0.288,0.295,0.303,0.114,2024
511430110023,0.418,0.353,0.225,0.004,2024
511430111001,0.426,0.273,0.235,0.066,2024
511430111002,0.262,0.475,0.187,0.076,2024
511430112001,0.492,0.192,0.296,0.02,2024
511430112002,0.377,0.329,0.29,0.004,2024
511430112003,0.276,0.159,0.552,0.013,2024
511430113011,0.142,0.252,0.495,0.111,2024
511430113012,0.397,0.297,0.235,0.071,2024
511430113021,0.355,0.369,0.233,0.043,2024
511430113022,0.096,0.32,0.501,0.083,2024
511430114001,0.377,0.316,0.264,0.043,2024
511430114002,0.492,0.261,0.186,0.061,2024
511430114003,0.559,0.353,0.088,0,2024
511455001011,0.179,0.128,0.379,0.314,2024
511455001012,0.093,0.141,0.387,0.379,2024
511455001013,0.137,0.206,0.382,0.275,2024
511455001014,0.315,0.341,0.3,0.044,2024
511455001021,0.196,0.231,0.335,0.238,2024
511455001022,0.351,0.221,0.357,0.071,2024
511455001023,0.083,0.233,0.45,0.234,2024
511455002011,0.304,0.198,0.361,0.137,2024
511455002012,0.03,0.291,0.369,0.31,2024
511455002013,0.296,0.192,0.347,0.165,2024
511455002021,0.131,0.3,0.314,0.255,2024
511455002022,0.089,0.137,0.471,0.303,2024
511455003001,0.295,0.206,0.251,0.248,2024
511455004001,0.064,0.44,0.36,0.136,2024
511455004002,0.211,0.237,0.39,0.162,2024
511455004003,0.273,0.304,0.217,0.206,2024
511479301011,0.58,0.288,0.102,0.03,2024
511479301012,0.554,0.202,0.172,0.072,2024
511479301021,0.273,0.42,0.086,0.221,2024
511479301022,0.372,0.337,0.246,0.045,2024
511479301023,0.29,0.319,0.336,0.055,2024
511479302021,0.368,0.237,0.235,0.16,2024
511479302022,0.54,0.257,0.19,0.013,2024
511479302023,0.574,0.161,0.146,0.119,2024
511479302041,0.292,0.334,0.248,0.126,2024
511479302042,1,0,0,0,2024
511479302043,0.804,0.059,0.073,0.064,2024
511479302044,0.564,0.223,0.065,0.148,2024
511479303011,0.441,0.196,0.336,0.027,2024
511479303012,0.423,0.411,0.097,0.069,2024
511479303021,0.443,0.235,0.283,0.039,2024
511479303022,0.524,0.028,0.195,0.253,2024
511479303023,0.176,0.387,0.309,0.128,2024
511498501001,0.25,0.25,0.25,0.25,2024
511498501002,0.605,0.271,0.098,0.026,2024
511498502001,0.094,0.654,0.252,0,2024
511498502002,0,0.211,0.789,0,2024
511498502003,0.109,0.515,0.313,0.063,2024
511498502004,0.006,0.567,0.411,0.016,2024
511498502005,0,0.649,0.254,0.097,2024
511498503011,0.432,0.354,0.187,0.027,2024
511498503012,0.429,0.292,0.16,0.119,2024
511498503013,0.234,0.165,0.283,0.318,2024
511498503014,0.142,0.3,0.399,0.159,2024
511498503021,0.097,0.283,0.432,0.188,2024
511498503022,0.216,0.278,0.373,0.133,2024
511498504001,0.235,0.195,0.45,0.12,2024
511498504002,0.124,0.147,0.554,0.175,2024
511498504003,0.286,0.242,0.196,0.276,2024
511498504004,0.177,0.429,0.282,0.112,2024
511498505011,0.262,0.348,0.162,0.228,2024
511498505012,0.173,0.164,0.527,0.136,2024
511498505013,0.141,0.357,0.391,0.111,2024
511498505021,0.247,0.411,0.314,0.028,2024
511498505022,0.17,0.28,0.47,0.08,2024
511498505023,0.236,0.448,0.303,0.013,2024
511539001001,0.122,0.09,0.396,0.392,2024
511539001002,0.034,0.12,0.43,0.416,2024
511539001003,0.043,0.089,0.507,0.361,2024
511539002011,0.17,0.487,0.164,0.179,2024
511539002012,0.171,0.299,0.374,0.156,2024
511539002021,0,0.545,0.246,0.209,2024
511539002022,0.108,0.436,0.382,0.074,2024
511539002023,0.08,0.07,0.611,0.239,2024
511539002031,0.054,0.285,0.563,0.098,2024
511539002032,0.426,0.419,0.144,0.011,2024
511539002033,0.225,0.413,0.283,0.079,2024
511539003011,0.269,0.203,0.331,0.197,2024
511539003012,0.287,0.171,0.207,0.335,2024
511539003021,0.189,0.385,0.293,0.133,2024
511539003022,0.729,0.069,0.143,0.059,2024
511539003023,0.13,0.138,0.361,0.371,2024
511539003024,0.281,0.141,0.534,0.044,2024
511539004031,0.335,0.275,0.341,0.049,2024
511539004032,0.023,0.538,0.293,0.146,2024
511539004033,0.172,0.181,0.448,0.199,2024
511539004034,0.273,0.131,0.429,0.167,2024
511539004035,0.25,0.25,0.25,0.25,2024
511539004036,0.25,0.25,0.25,0.25,2024
511539004041,0.194,0.226,0.424,0.156,2024
511539004042,0.14,0.403,0.417,0.04,2024
511539004043,0.27,0.155,0.392,0.183,2024
511539004071,0.147,0.544,0.199,0.11,2024
511539004072,0.272,0.277,0.368,0.083,2024
511539004073,0.157,0.459,0.235,0.149,2024
511539004074,0.229,0.569,0.202,0,2024
511539004081,0.06,0.201,0.287,0.452,2024
511539004082,0.088,0.292,0.469,0.151,2024
511539004083,0.137,0.137,0.331,0.395,2024
511539004091,0.17,0.394,0.332,0.104,2024
511539004092,0.253,0.183,0.407,0.157,2024
511539004093,0.035,0.321,0.516,0.128,2024
511539004101,0.331,0.294,0.196,0.179,2024
511539004102,0.347,0.283,0.27,0.1,2024
511539004103,0.148,0.413,0.281,0.158,2024
511539005021,0.284,0.246,0.249,0.221,2024
511539005022,0,0.342,0.267,0.391,2024
511539005023,0.094,0.296,0.317,0.293,2024
511539005024,0.06,0.351,0.447,0.142,2024
511539005031,0.168,0.153,0.527,0.152,2024
511539005032,0.018,0.458,0.336,0.188,2024
511539005041,0.424,0.481,0.058,0.037,2024
511539005042,0.06,0.028,0.721,0.191,2024
511539005043,0.336,0.27,0.262,0.132,2024
511539006011,0.055,0.214,0.357,0.374,2024
511539006012,0.125,0.301,0.428,0.146,2024
511539006021,0.11,0.255,0.446,0.189,2024
511539006022,0.128,0.369,0.447,0.056,2024
511539006023,0.478,0.263,0.17,0.089,2024
511539007011,0.3,0.354,0.315,0.031,2024
511539007012,0.041,0.511,0.354,0.094,2024
511539007013,0.186,0.347,0.339,0.128,2024
511539007014,0.224,0.462,0.269,0.045,2024
511539007015,0.102,0.121,0.654,0.123,2024
511539007021,0.122,0.228,0.572,0.078,2024
511539007022,0.045,0.119,0.533,0.303,2024
511539007023,0.035,0.149,0.543,0.273,2024
511539007024,0.107,0.407,0.303,0.183,2024
511539007025,0.055,0.16,0.081,0.704,2024
511539008011,0.045,0.045,0.278,0.632,2024
511539008012,0.021,0.139,0.338,0.502,2024
511539008013,0.028,0.057,0.441,0.474,2024
511539008014,0.023,0.021,0.392,0.564,2024
511539008031,0.502,0.133,0.318,0.047,2024
511539008032,0.099,0.35,0.406,0.145,2024
511539008033,0.267,0.124,0.334,0.275,2024
511539008041,0.197,0.393,0.264,0.146,2024
511539008042,0,0,0.223,0.777,2024
511539009011,0.114,0.284,0.513,0.089,2024
511539009012,0.144,0.436,0.305,0.115,2024
511539009013,0.327,0.332,0.334,0.007,2024
511539009014,0.402,0.199,0.211,0.188,2024
511539009041,0.084,0.088,0.333,0.495,2024
511539009042,0.065,0.147,0.24,0.548,2024
511539009043,0.156,0.144,0.517,0.183,2024
511539009044,0.091,0.027,0.409,0.473,2024
511539009051,0.17,0.218,0.383,0.229,2024
511539009052,0.289,0.262,0.176,0.273,2024
511539009053,0,0.087,0.531,0.382,2024
511539010051,0.021,0.071,0.319,0.589,2024
511539010052,0.043,0.115,0.244,0.598,2024
511539010091,0.063,0.214,0.395,0.328,2024
511539010092,0.027,0,0.289,0.684,2024
511539010093,0.038,0.021,0.474,0.467,2024
511539010094,0,0.147,0.43,0.423,2024
511539010101,0.022,0.031,0.299,0.648,2024
511539010102,0.207,0.168,0.466,0.159,2024
511539010103,0.052,0.144,0.257,0.547,2024
511539010111,0.049,0.108,0.405,0.438,2024
511539010112,0.097,0.07,0.254,0.579,2024
511539010113,0.184,0.051,0.367,0.398,2024
511539010121,0.118,0.328,0.396,0.158,2024
511539010122,0.284,0.141,0.217,0.358,2024
511539010131,0.065,0.251,0.245,0.439,2024
511539010132,0.32,0.248,0.19,0.242,2024
511539010141,0.165,0.121,0.31,0.404,2024
511539010142,0.233,0.135,0.34,0.292,2024
511539010151,0.164,0.589,0.224,0.023,2024
511539010152,0.15,0.25,0.438,0.162,2024
511539010161,0.058,0.203,0.28,0.459,2024
511539010162,0.171,0.152,0.287,0.39,2024
511539011011,0.271,0.352,0.232,0.145,2024
511539011012,0.25,0.25,0.25,0.25,2024
511539011013,0.282,0.342,0.156,0.22,2024
511539011021,0,0.175,0.616,0.209,2024
511539011022,0.736,0.264,0,0,2024
511539011023,0.438,0.485,0.077,0,2024
511539011024,0.077,0.549,0.297,0.077,2024
511539012031,0.09,0.205,0.537,0.168,2024
511539012032,0.179,0.204,0.455,0.162,2024
511539012081,0.052,0.359,0.255,0.334,2024
511539012082,0.204,0.282,0.309,0.205,2024
511539012091,0.319,0.267,0.314,0.1,2024
511539012092,0.271,0.083,0.321,0.325,2024
511539012093,0.06,0.261,0.366,0.313,2024
511539012111,0.132,0.084,0.536,0.248,2024
511539012112,0.199,0.228,0.298,0.275,2024
511539012113,0.055,0.131,0.61,0.204,2024
511539012121,0.301,0.243,0.306,0.15,2024
511539012122,0,0.192,0.355,0.453,2024
511539012123,0.175,0.215,0.384,0.226,2024
511539012124,0.09,0.166,0.363,0.381,2024
511539012191,0.006,0.099,0.36,0.535,2024
511539012192,0.048,0.03,0.201,0.721,2024
511539012193,0.029,0.063,0.241,0.667,2024
511539012194,0,0.139,0.488,0.373,2024
511539012211,0.056,0.147,0.388,0.409,2024
511539012212,0.192,0.218,0.299,0.291,2024
511539012213,0.229,0.232,0.437,0.102,2024
511539012214,0.146,0.378,0.397,0.079,2024
511539012221,0.205,0.188,0.363,0.244,2024
511539012222,0.077,0.217,0.408,0.298,2024
511539012231,0.02,0.074,0.543,0.363,2024
511539012232,0.052,0.37,0.437,0.141,2024
511539012233,0.283,0.175,0.292,0.25,2024
511539012241,0.057,0.202,0.373,0.368,2024
511539012242,0.021,0.015,0.328,0.636,2024
511539012243,0.021,0.036,0.178,0.765,2024
511539012251,0.056,0.116,0.269,0.559,2024
511539012252,0.056,0.296,0.307,0.341,2024
511539012253,0.076,0.284,0.391,0.249,2024
511539012261,0,0.126,0.46,0.414,2024
511539012262,0.086,0.098,0.256,0.56,2024
511539012263,0.135,0.164,0.335,0.366,2024
511539012271,0.099,0.328,0.398,0.175,2024
511539012272,0.097,0.163,0.519,0.221,2024
511539012273,0.113,0.07,0.469,0.348,2024
511539012281,0.147,0.206,0.407,0.24,2024
511539012282,0.067,0.211,0.453,0.269,2024
511539012283,0.172,0.287,0.378,0.163,2024
511539012284,0.076,0.251,0.222,0.451,2024
511539012291,0.058,0.193,0.336,0.413,2024
511539012292,0.161,0.333,0.382,0.124,2024
511539012301,0.192,0.178,0.164,0.466,2024
511539012302,0.026,0.034,0.427,0.513,2024
511539012303,0.042,0.07,0.476,0.412,2024
511539012311,0.086,0,0.323,0.591,2024
511539012312,0.248,0.064,0.201,0.487,2024
511539012313,0,0,0.189,0.811,2024
511539012314,0.12,0.115,0.383,0.382,2024
511539012321,0.136,0.204,0.279,0.381,2024
511539012322,0.012,0.205,0.239,0.544,2024
511539012323,0.149,0.114,0.116,0.621,2024
511539012331,0.07,0.117,0.296,0.517,2024
511539012332,0.06,0.064,0.113,0.763,2024
511539012333,0.106,0.167,0.417,0.31,2024
511539012334,0,0,0.085,0.915,2024
511539012341,0.058,0.136,0.229,0.577,2024
511539012342,0.215,0.123,0.266,0.396,2024
511539012351,0.019,0.066,0.182,0.733,2024
511539012352,0.058,0.211,0.365,0.366,2024
511539012361,0.051,0.178,0.427,0.344,2024
511539012362,0.065,0.107,0.327,0.501,2024
511539012363,0.036,0.162,0.434,0.368,2024
511539012364,0,0.23,0.165,0.605,2024
511539012371,0.074,0.255,0.456,0.215,2024
511539012372,0.158,0.231,0.231,0.38,2024
511539013031,0,0,0.249,0.751,2024
511539013032,0,0.047,0.245,0.708,2024
511539013033,0.181,0.131,0.353,0.335,2024
511539013041,0.016,0.233,0.434,0.317,2024
511539013042,0.167,0.222,0.463,0.148,2024
511539013051,0.13,0.179,0.13,0.561,2024
511539013052,0.077,0.148,0.313,0.462,2024
511539013061,0.075,0.032,0.409,0.484,2024
511539013062,0.142,0.015,0.202,0.641,2024
511539013063,0.074,0.099,0.384,0.443,2024
511539013064,0.186,0.097,0.241,0.476,2024
511539014031,0.215,0.444,0.235,0.106,2024
511539014032,0.134,0.296,0.499,0.071,2024
511539014033,0.62,0.168,0.022,0.19,2024
511539014034,0.113,0.544,0.266,0.077,2024
511539014071,0.17,0.316,0.303,0.211,2024
511539014072,0.263,0.289,0.264,0.184,2024
511539014091,0,0,1,0,2024
511539014092,0.019,0.246,0.479,0.256,2024
511539014093,1,0,0,0,2024
511539014094,0.031,0.025,0.669,0.275,2024
511539014095,0.25,0.25,0.25,0.25,2024
511539014096,0.425,0.042,0.236,0.297,2024
511539014097,0.076,0.279,0.407,0.238,2024
511539014098,0.207,0.45,0.31,0.033,2024
511539014111,0.05,0.086,0.127,0.737,2024
511539014112,0.246,0,0.266,0.488,2024
511539014113,0.006,0.075,0.178,0.741,2024
511539014114,0.253,0.138,0.302,0.307,2024
511539014121,0.083,0.16,0.198,0.559,2024
511539014122,0.012,0.026,0.224,0.738,2024
511539014123,0,0.103,0.52,0.377,2024
511539014131,0.028,0.149,0.455,0.368,2024
511539014132,0.074,0.25,0.439,0.237,2024
511539014133,0.081,0.055,0.185,0.679,2024
511539014141,0.075,0.201,0.313,0.411,2024
511539014142,0.106,0.207,0.25,0.437,2024
511539014143,0,0.114,0.465,0.421,2024
511539014151,0,0.038,0.284,0.678,2024
511539014152,0.013,0.108,0.414,0.465,2024
511539014161,0.051,0.09,0.222,0.637,2024
511539014162,0.002,0.3,0.283,0.415,2024
511539014163,0.045,0.109,0.238,0.608,2024
511539014171,0.082,0.23,0.209,0.479,2024
511539014172,0.123,0.089,0.093,0.695,2024
511539014181,0.207,0.134,0.337,0.322,2024
511539014182,0.25,0.25,0.25,0.25,2024
511539014183,0.133,0.271,0.347,0.249,2024
511539014191,0.329,0.285,0.311,0.075,2024
511539014201,0.053,0.043,0.232,0.672,2024
511539014202,0.04,0.16,0.3,0.5,2024
511539014211,0,0.042,0.196,0.762,2024
511539014212,0.25,0.25,0.25,0.25,2024
511539014213,0.027,0.142,0.341,0.49,2024
511539015031,0.034,0.145,0.314,0.507,2024
511539015032,0.094,0.093,0.281,0.532,2024
511539015033,0.029,0.138,0.241,0.592,2024
511539015034,0.067,0.306,0.237,0.39,2024
511539015041,0.215,0.481,0.194,0.11,2024
511539015042,0.305,0.253,0.318,0.124,2024
511539015043,0.13,0.184,0.585,0.101,2024
511539015044,0.063,0.123,0.491,0.323,2024
511539015051,0,0,0.122,0.878,2024
511539015052,0.076,0.101,0.13,0.693,2024
511539015053,0,0.063,0.216,0.721,2024
511539015054,0.038,0.082,0.164,0.716,2024
511539015061,0.218,0,0.183,0.599,2024
511539015062,0.017,0.208,0.42,0.355,2024
511539015063,0.02,0.226,0.41,0.344,2024
511539015071,0.064,0.155,0.409,0.372,2024
511539015072,0.102,0.186,0.313,0.399,2024
511539015081,0.126,0.118,0.241,0.515,2024
511539015082,0.11,0.226,0.304,0.36,2024
511539015083,0.236,0.273,0.222,0.269,2024
511539015091,0.114,0.101,0.296,0.489,2024
511539015092,0,0.092,0.044,0.864,2024
511539015093,0,0.105,0.393,0.502,2024
511539015101,0.03,0.018,0.195,0.757,2024
511539015102,0.034,0.159,0.436,0.371,2024
511539015103,0,0.043,0.262,0.695,2024
511539015111,0.039,0.06,0.283,0.618,2024
511539015112,0.133,0.228,0.396,0.243,2024
511539016011,0.306,0.297,0.2,0.197,2024
511539016012,0.174,0.432,0.188,0.206,2024
511539016013,0.198,0.262,0.331,0.209,2024
511539016021,0.076,0.455,0.303,0.166,2024
511539016022,0.327,0.219,0.37,0.084,2024
511539016023,0.098,0.166,0.533,0.203,2024
511539016024,0.195,0.602,0.203,0,2024
511539016025,0.096,0.327,0.293,0.284,2024
511539017021,0.16,0.202,0.562,0.076,2024
511539017022,0.207,0.067,0.569,0.157,2024
511539017023,0.054,0.277,0.508,0.161,2024
511539017031,0.126,0.141,0.526,0.207,2024
511539017032,0.035,0.331,0.44,0.194,2024
511539017041,0.467,0.207,0.304,0.022,2024
511539017042,0.101,0.303,0.503,0.093,2024
511539017043,0.095,0.322,0.531,0.052,2024
511539017044,0.27,0.282,0.442,0.006,2024
511539019001,0.112,0.233,0.53,0.125,2024
511539019002,0.162,0.342,0.297,0.199,2024
511539019003,0.132,0.23,0.545,0.093,2024
511539019004,0.232,0.153,0.192,0.423,2024
511539801001,0.25,0.25,0.25,0.25,2024
511552101011,0.533,0.346,0.109,0.012,2024
511552101012,0.267,0.239,0.371,0.123,2024
511552101013,0.177,0.396,0.235,0.192,2024
511552101021,0.439,0.185,0.323,0.053,2024
511552101022,0.266,0.203,0.479,0.052,2024
511552102011,0.659,0.187,0.131,0.023,2024
511552102012,0.462,0.182,0.288,0.068,2024
511552102013,0.6,0.206,0.194,0,2024
511552102021,0.414,0.259,0.188,0.139,2024
511552102022,0.216,0.425,0.24,0.119,2024
511552102023,0.48,0.176,0.289,0.055,2024
511552103001,0.23,0.336,0.348,0.086,2024
511552103002,0.485,0.278,0.199,0.038,2024
511552103003,0.581,0.286,0.133,0,2024
511552103004,0.513,0.204,0.167,0.116,2024
511552103005,0.416,0.268,0.238,0.078,2024
511552104011,0.401,0.437,0.126,0.036,2024
511552104012,0.325,0.469,0.041,0.165,2024
511552104013,0.358,0.428,0.208,0.006,2024
511552104021,0.398,0.118,0.409,0.075,2024
511552104022,0.176,0.396,0.233,0.195,2024
511552105001,0.144,0.174,0.481,0.201,2024
511552105002,0.411,0.343,0.239,0.007,2024
511552105003,0.546,0.255,0.106,0.093,2024
511552106001,0.51,0.256,0.224,0.01,2024
511552106002,0.138,0.32,0.235,0.307,2024
511552106003,0.343,0.366,0.131,0.16,2024
511552107001,0.417,0.349,0.198,0.036,2024
511552107002,0.243,0.543,0.191,0.023,2024
511552107003,0.383,0.385,0.224,0.008,2024
511559801001,0.25,0.25,0.25,0.25,2024
511559802001,0.25,0.25,0.25,0.25,2024
511579501001,0.158,0.382,0.329,0.131,2024
511579501002,0.375,0.293,0.19,0.142,2024
511579502001,0.254,0.282,0.27,0.194,2024
511579502002,0.229,0.397,0.134,0.24,2024
511579502003,0.233,0.207,0.134,0.426,2024
511579502004,0.258,0.131,0.297,0.314,2024
511590401001,0.314,0.445,0.18,0.061,2024
511590401002,0.177,0.305,0.424,0.094,2024
511590401003,0.341,0.204,0.427,0.028,2024
511590401004,0.527,0.363,0.052,0.058,2024
511590402001,0.293,0.504,0.163,0.04,2024
511590402002,0.325,0.102,0.463,0.11,2024
511610301001,0.332,0.129,0.406,0.133,2024
511610301002,0.312,0.123,0.52,0.045,2024
511610301003,0.386,0.249,0.233,0.132,2024
511610302011,0.196,0.573,0.231,0,2024
511610302012,0.247,0.287,0.346,0.12,2024
511610302013,0.172,0.375,0.396,0.057,2024
511610302031,0.217,0.229,0.261,0.293,2024
511610302032,0.183,0.339,0.359,0.119,2024
511610302051,0.231,0.401,0.29,0.078,2024
511610302052,0.216,0.201,0.437,0.146,2024
511610302061,0.38,0.243,0.3,0.077,2024
511610302062,0.675,0.149,0.138,0.038,2024
511610302071,0.557,0.304,0.053,0.086,2024
511610302072,0.324,0.287,0.294,0.095,2024
511610303001,0.224,0.176,0.43,0.17,2024
511610303002,0.42,0.242,0.252,0.086,2024
511610303003,0.149,0.368,0.413,0.07,2024
511610305011,0.279,0.384,0.223,0.114,2024
511610305021,0.19,0.202,0.295,0.313,2024
511610306011,0.113,0.359,0.268,0.26,2024
511610306012,0.126,0.034,0.308,0.532,2024
511610306013,0.13,0.104,0.483,0.283,2024
511610306021,0.241,0.257,0.294,0.208,2024
511610307011,0.263,0.286,0.247,0.204,2024
511610307012,0.034,0.353,0.285,0.328,2024
511610307013,0.078,0.122,0.57,0.23,2024
511610307014,0.245,0.259,0.368,0.128,2024
511610307021,0.163,0.276,0.363,0.198,2024
